kode_wilayah,wilayah,judul_data,tahun,nilai
3271,Kota Bogor,Pembentukan Modal Tetap Bruto,2014,9984.24
7172,Kota Bitung,Pengeluaran Konsumsi LNPRT,2017,162.19
6474,Kota Bontang,Pengeluaran Konsumsi Pemerintah,2018,903.72
3577,Kota Madiun,Pengeluaran Konsumsi Rumah Tangga,2017,8459.7
1113,Gayo Lues,Pembentukan Modal Tetap Bruto,2019,1129.73
5271,Kota Mataram,PDRB,2020,18669.61
5272,Kota Bima,Pengeluaran Konsumsi LNPRT,2018,79.85
1174,Kota Lhokseumawe,Net Ekspor,2018,-1493.85
7503,Pohuwato,Pembentukan Modal Tetap Bruto,2014,860.52
3205,Garut,Net Ekspor,2021,-7064.44
7606,Mamuju Tengah,Pengeluaran Konsumsi LNPRT,2018,33.68
8106,Seram Bagian Barat,PDRB,2021,3173.04
5310,Sikka,Pengeluaran Konsumsi Pemerintah,2017,1173.28
7411,Kolaka Timur,Pengeluaran Konsumsi LNPRT,2023,48.68
3513,Probolinggo,Net Ekspor,2018,-1330.96
9504,Asmat,PDRB,2010,893.97
5321,Malaka,Net Ekspor,2014,-1151.78
3372,Kota Surakarta,Pengeluaran Konsumsi LNPRT,2013,172.16
7301,Kepulauan Selayar,Pengeluaran Konsumsi LNPRT,2014,34.33
9504,Asmat,Pengeluaran Konsumsi Pemerintah,2020,1307.44
6301,Tanah Laut,Pengeluaran Konsumsi Rumah Tangga,2022,7472.2
7504,Bone Bolango,Pengeluaran Konsumsi LNPRT,2021,28.94
1275,Kota Medan,PDRB,2019,241482.35
7314,Sidenreng Rappang,Perubahan Inventori,2011,79.92
9703,Lanny Jaya,Pengeluaran Konsumsi Pemerintah,2020,674.66
3210,Majalengka,Net Ekspor,2024,-2896.83
7173,Kota Tomohon,PDRB,2011,2005.62
9605,Paniai,Pengeluaran Konsumsi LNPRT,2011,4.66
5308,Lembata,PDRB,2022,2020.76
1371,Kota Padang,Pengeluaran Konsumsi Rumah Tangga,2011,15759.53
1771,Kota Bengkulu,Perubahan Inventori,2024,-2.37
6208,Seruyan,Pengeluaran Konsumsi LNPRT,2014,40.48
8171,Kota Ambon,Pengeluaran Konsumsi Rumah Tangga,2017,8589.32
6110,Melawi,Pengeluaran Konsumsi LNPRT,2019,72.01
7206,Toli-Toli,Net Ekspor,2020,-574.35
1311,Dharmasraya,Pembentukan Modal Tetap Bruto,2011,1469.04
3374,Kota Semarang,Net Ekspor,2014,-38504.76
9604,Nabire,PDRB,2011,4528.05
1112,Aceh Barat Daya,Pembentukan Modal Tetap Bruto,2019,2344.51
8103,Maluku Tengah,Pengeluaran Konsumsi LNPRT,2017,186.89
6372,Kota Banjar Baru,Net Ekspor,2012,-2110.61
5103,Badung,PDRB,2020,49026.03
2105,Kepulauan Anambas,Perubahan Inventori,2019,60.36
9104,Teluk Bintuni,Pengeluaran Konsumsi Pemerintah,2014,803.96
9704,Tolikara,Pembentukan Modal Tetap Bruto,2024,995.57
7414,Buton Tengah,Pembentukan Modal Tetap Bruto,2022,1102.45
1405,Siak,Net Ekspor,2022,54389.64
6311,Balangan,PDRB,2017,10061.82
1224,Nias Utara,Pengeluaran Konsumsi Rumah Tangga,2013,1660.62
3506,Kediri,Perubahan Inventori,2010,479.32
3278,Kota Tasikmalaya,Pengeluaran Konsumsi Rumah Tangga,2014,10193.33
3525,Gresik,Perubahan Inventori,2022,3728.35
3327,Pemalang,Pengeluaran Konsumsi LNPRT,2014,303.4
1307,Agam,PDRB,2018,19145.92
1409,Rokan Hilir,Pengeluaran Konsumsi Pemerintah,2015,1352.75
1671,Kota Palembang,Pembentukan Modal Tetap Bruto,2013,47596.27
3521,Ngawi,PDRB,2022,22454.95
1116,Aceh Jaya,Net Ekspor,2022,-1114.5
7504,Bone Bolango,PDRB,2020,4648.78
3401,Kulon Progo,Pengeluaran Konsumsi LNPRT,2023,479.41
8104,Buru,Pembentukan Modal Tetap Bruto,2011,404.31
3302,Banyumas,Pengeluaran Konsumsi Pemerintah,2011,2437.59
1905,Bangka Selatan,Pengeluaran Konsumsi Rumah Tangga,2018,5731.3
9504,Asmat,Pengeluaran Konsumsi Pemerintah,2021,1310.85
8104,Buru,Pengeluaran Konsumsi LNPRT,2010,26.55
1503,Sarolangun,Net Ekspor,2015,-385.67
6207,Lamandau,Net Ekspor,2015,140.87
7306,Gowa,PDRB,2015,13752.09
7605,Mamuju Utara,Pembentukan Modal Tetap Bruto,2018,3314.4
1807,Way Kanan,Pengeluaran Konsumsi Pemerintah,2014,763.08
1707,Lebong,Net Ekspor,2024,-2078.96
6404,Kutai Timur,PDRB,2021,136617.57
8101,Maluku Tenggara Barat,Pembentukan Modal Tetap Bruto,2011,517.91
7603,Mamasa,Pengeluaran Konsumsi Rumah Tangga,2017,1796.05
1202,Mandailing Natal,PDRB,2018,12618.05
7111,Bolaang Mongondow Timur,Net Ekspor,2021,432.68
3517,Jombang,Pengeluaran Konsumsi Rumah Tangga,2023,37682.65
8108,Maluku Barat Daya,Pengeluaran Konsumsi Rumah Tangga,2012,533.12
1673,Kota Pagar Alam,Perubahan Inventori,2022,8.02
9105,Manokwari,PDRB,2016,7618.98
3328,Tegal,Pengeluaran Konsumsi Pemerintah,2023,2548.37
1110,Bireuen,Pengeluaran Konsumsi Pemerintah,2023,2079.08
6110,Melawi,Perubahan Inventori,2015,161.63
1501,Kerinci,Pembentukan Modal Tetap Bruto,2015,1340.15
7210,Sigi,Perubahan Inventori,2020,9.71
7107,Bolaang Mongondow Utara,Pengeluaran Konsumsi Rumah Tangga,2019,1141.91
7104,Kepulauan Talaud,Pengeluaran Konsumsi LNPRT,2022,52.98
1608,Ogan Komering Ulu Selatan,Pengeluaran Konsumsi Rumah Tangga,2014,3829.18
1277,Kota Padangsidimpuan,Net Ekspor,2024,-1813.16
7173,Kota Tomohon,Pembentukan Modal Tetap Bruto,2019,2419.69
1114,Aceh Tamiang,Pengeluaran Konsumsi Pemerintah,2012,686.79
3505,Blitar,Perubahan Inventori,2016,25.78
1106,Aceh Tengah,Pengeluaran Konsumsi Pemerintah,2015,1206.23
3511,Bondowoso,Pembentukan Modal Tetap Bruto,2018,5106.05
9607,Puncak,Pengeluaran Konsumsi Rumah Tangga,2023,1437.3
7605,Mamuju Utara,PDRB,2023,14386.48
1702,Rejang Lebong,Pengeluaran Konsumsi LNPRT,2011,96.1
3274,Kota Cirebon,PDRB,2011,11178.43
1603,Muara Enim,PDRB,2021,69569.67
7415,Buton Selatan,Net Ekspor,2011,0.0
8106,Seram Bagian Barat,Net Ekspor,2015,-1839.88
1203,Tapanuli Selatan,Pembentukan Modal Tetap Bruto,2010,1548.08
1506,Tanjung Jabung Timur,Net Ekspor,2023,10711.61
3204,Bandung,PDRB,2017,102865.6
3325,Batang,Perubahan Inventori,2016,382.51
1505,Muaro Jambi,Pembentukan Modal Tetap Bruto,2011,2325.96
5304,Timor Tengah Selatan,Pengeluaran Konsumsi LNPRT,2010,53.07
3319,Kudus,Pengeluaran Konsumsi Rumah Tangga,2018,25739.7
3504,Tulungagung,Pengeluaran Konsumsi Pemerintah,2015,2373.97
6303,Banjar,Net Ekspor,2021,-1993.22
6474,Kota Bontang,Perubahan Inventori,2024,-1.99
5318,Nagekeo,Pengeluaran Konsumsi Pemerintah,2010,438.72
6372,Kota Banjar Baru,Pengeluaran Konsumsi Rumah Tangga,2021,4993.27
1408,Bengkalis,Pengeluaran Konsumsi Rumah Tangga,2019,28520.44
6308,Hulu Sungai Utara,Pembentukan Modal Tetap Bruto,2012,710.64
1205,Tapanuli Utara,Pembentukan Modal Tetap Bruto,2013,1617.97
1211,Karo,Pembentukan Modal Tetap Bruto,2014,4479.67
2102,Bintan,PDRB,2014,14007.54
7606,Mamuju Tengah,Perubahan Inventori,2010,45.16
5102,Tabanan,Pembentukan Modal Tetap Bruto,2013,2739.87
2101,Karimun,Pembentukan Modal Tetap Bruto,2019,4999.31
8107,Seram Bagian Timur,Net Ekspor,2013,-226.86
3527,Sampang,PDRB,2017,17619.5
7106,Minahasa Utara,Pengeluaran Konsumsi LNPRT,2022,289.16
1373,Kota Sawah Lunto,Pembentukan Modal Tetap Bruto,2019,978.91
9271,Kota Sorong,Pengeluaran Konsumsi Rumah Tangga,2019,8248.1
7316,Enrekang,Pengeluaran Konsumsi Rumah Tangga,2010,1688.89
8205,Halmahera Utara,Perubahan Inventori,2015,-254.95
3313,Karanganyar,Pengeluaran Konsumsi Pemerintah,2011,1106.96
2102,Bintan,Perubahan Inventori,2012,136.69
7402,Muna,Perubahan Inventori,2015,127.89
5315,Manggarai Barat,Net Ekspor,2013,-1185.91
7212,Morowali Utara,Pengeluaran Konsumsi LNPRT,2018,92.85
3529,Sumenep,Perubahan Inventori,2018,32.5
7325,Luwu Timur,Pengeluaran Konsumsi LNPRT,2018,205.29
3272,Kota Sukabumi,Pengeluaran Konsumsi Rumah Tangga,2012,5116.26
7306,Gowa,PDRB,2019,20939.0
9607,Puncak,Pengeluaran Konsumsi Pemerintah,2010,187.94
3309,Boyolali,PDRB,2015,23567.82
7106,Minahasa Utara,Perubahan Inventori,2020,0.22
6108,Kapuas Hulu,Perubahan Inventori,2010,97.09
7203,Morowali,Net Ekspor,2014,-2252.49
5104,Gianyar,Perubahan Inventori,2020,37.84
9101,Fakfak,PDRB,2023,5819.65
1306,Padang Pariaman,Net Ekspor,2011,104.88
7304,Jeneponto,Pengeluaran Konsumsi LNPRT,2018,183.77
3207,Ciamis,Pengeluaran Konsumsi Rumah Tangga,2018,20249.33
7106,Minahasa Utara,Pengeluaran Konsumsi LNPRT,2010,89.12
1410,Kepulauan Meranti,Perubahan Inventori,2015,48.0
1308,Lima Puluh Kota,PDRB,2024,20850.62
1571,Kota Jambi,Pengeluaran Konsumsi Pemerintah,2024,7565.65
7372,Kota Parepare,Perubahan Inventori,2022,5.95
3471,Kota Yogyakarta,Perubahan Inventori,2022,474.35
1306,Padang Pariaman,Pengeluaran Konsumsi Rumah Tangga,2014,7234.7
5105,Klungkung,Pengeluaran Konsumsi LNPRT,2013,72.21
1277,Kota Padangsidimpuan,Pengeluaran Konsumsi LNPRT,2016,157.63
1906,Belitung Timur,Pengeluaran Konsumsi Rumah Tangga,2018,4222.36
7501,Boalemo,PDRB,2017,4534.41
3317,Rembang,Pengeluaran Konsumsi Pemerintah,2011,887.92
1201,Nias,PDRB,2018,3519.07
1409,Rokan Hilir,Pengeluaran Konsumsi LNPRT,2018,312.98
1222,Labuhan Batu Selatan,Pembentukan Modal Tetap Bruto,2022,8648.72
6372,Kota Banjar Baru,PDRB,2017,7932.47
5108,Buleleng,Pengeluaran Konsumsi LNPRT,2018,554.8
1376,Kota Payakumbuh,Pengeluaran Konsumsi Rumah Tangga,2016,2568.15
3575,Kota Pasuruan,Net Ekspor,2021,-434.36
9201,Raja Ampat,Pengeluaran Konsumsi LNPRT,2014,27.04
3274,Kota Cirebon,Perubahan Inventori,2020,613.73
1609,Ogan Komering Ulu Timur,Pengeluaran Konsumsi Pemerintah,2020,1540.36
8205,Halmahera Utara,Pengeluaran Konsumsi LNPRT,2022,79.15
3575,Kota Pasuruan,Net Ekspor,2024,-510.13
8109,Buru Selatan,PDRB,2021,1488.38
8103,Maluku Tengah,Pengeluaran Konsumsi Rumah Tangga,2014,4683.97
1702,Rejang Lebong,Pengeluaran Konsumsi Pemerintah,2021,1258.15
1506,Tanjung Jabung Timur,Pengeluaran Konsumsi LNPRT,2018,83.15
1405,Siak,Pengeluaran Konsumsi Rumah Tangga,2021,21821.0
1371,Kota Padang,PDRB,2021,65178.86
1571,Kota Jambi,Pengeluaran Konsumsi Pemerintah,2013,4287.97
7322,Luwu Utara,Perubahan Inventori,2016,31.21
1110,Bireuen,Pembentukan Modal Tetap Bruto,2017,2755.16
7316,Enrekang,PDRB,2023,9652.3
1104,Aceh Tenggara,Perubahan Inventori,2012,17.36
9471,Kota Jayapura,Perubahan Inventori,2011,-130.36
3309,Boyolali,Pengeluaran Konsumsi LNPRT,2010,212.12
1673,Kota Pagar Alam,Pengeluaran Konsumsi Rumah Tangga,2013,1323.14
9102,Kaimana,PDRB,2018,2580.27
3277,Kota Cimahi,PDRB,2018,29240.03
9708,Pegunungan Bintang,Net Ekspor,2010,-351.82
6104,Mempawah,Pengeluaran Konsumsi Rumah Tangga,2011,2206.39
7171,Kota Manado,Pengeluaran Konsumsi Pemerintah,2017,5464.16
3207,Ciamis,Pembentukan Modal Tetap Bruto,2020,7356.66
3305,Kebumen,Pengeluaran Konsumsi LNPRT,2018,464.25
3303,Purbalingga,Pengeluaran Konsumsi Pemerintah,2019,1840.94
8105,Kepulauan Aru,Pembentukan Modal Tetap Bruto,2021,1186.35
7102,Minahasa,Pengeluaran Konsumsi Rumah Tangga,2013,3970.56
1275,Kota Medan,Pengeluaran Konsumsi Pemerintah,2021,10271.6
1175,Kota Subulussalam,Net Ekspor,2024,-934.53
9707,Yahukimo,Perubahan Inventori,2023,10.64
7601,Majene,Pengeluaran Konsumsi Rumah Tangga,2021,3335.39
1277,Kota Padangsidimpuan,Pengeluaran Konsumsi LNPRT,2018,202.06
7405,Konawe Selatan,Pembentukan Modal Tetap Bruto,2019,4172.15
3210,Majalengka,Perubahan Inventori,2021,-280.49
3519,Madiun,Pengeluaran Konsumsi LNPRT,2018,362.9
1106,Aceh Tengah,Pengeluaran Konsumsi Pemerintah,2021,1277.36
1409,Rokan Hilir,Pengeluaran Konsumsi Pemerintah,2021,1734.78
1117,Bener Meriah,Net Ekspor,2015,-768.98
1221,Padang Lawas,Net Ekspor,2023,4543.0
3216,Bekasi,Pengeluaran Konsumsi Rumah Tangga,2010,57999.51
3306,Purworejo,PDRB,2024,24800.93
3471,Kota Yogyakarta,Perubahan Inventori,2013,235.31
3373,Kota Salatiga,Pengeluaran Konsumsi Pemerintah,2018,1179.63
1309,Pasaman,Perubahan Inventori,2024,-0.49
7316,Enrekang,Pengeluaran Konsumsi Rumah Tangga,2019,4583.59
9504,Asmat,Pengeluaran Konsumsi Rumah Tangga,2011,805.8
7108,Siau Tagulandang Biaro,PDRB,2017,1950.88
7106,Minahasa Utara,Pembentukan Modal Tetap Bruto,2017,4937.65
2105,Kepulauan Anambas,Pengeluaran Konsumsi Pemerintah,2018,1634.48
6504,Nunukan,Perubahan Inventori,2011,58.69
7571,Kota Gorontalo,Net Ekspor,2016,-2533.87
3314,Sragen,Pengeluaran Konsumsi LNPRT,2013,264.44
7318,Tana Toraja,Pembentukan Modal Tetap Bruto,2015,1599.1
7208,Parigi Moutong,Pengeluaran Konsumsi LNPRT,2021,989.72
6307,Hulu Sungai Tengah,PDRB,2020,7052.35
6171,Kota Pontianak,Perubahan Inventori,2014,583.84
7101,Bolaang Mongondow,Pengeluaran Konsumsi Pemerintah,2014,1064.73
8107,Seram Bagian Timur,PDRB,2011,1723.34
3529,Sumenep,Pengeluaran Konsumsi LNPRT,2019,305.13
7605,Mamuju Utara,Pengeluaran Konsumsi LNPRT,2023,60.37
9502,Boven Digoel,Pembentukan Modal Tetap Bruto,2016,1312.91
1701,Bengkulu Selatan,Perubahan Inventori,2012,41.87
1312,Pasaman Barat,Pengeluaran Konsumsi LNPRT,2016,153.17
1707,Lebong,Pengeluaran Konsumsi Pemerintah,2016,575.11
5302,Sumba Timur,PDRB,2022,6829.54
5314,Rote Ndao,PDRB,2013,1685.61
7326,Toraja Utara,Pengeluaran Konsumsi Pemerintah,2021,1517.91
5317,Sumba Barat Daya,Pengeluaran Konsumsi LNPRT,2021,161.72
9103,Teluk Wondama,Pengeluaran Konsumsi Rumah Tangga,2023,608.07
1301,Kepulauan Mentawai,Net Ekspor,2014,-171.93
1215,Humbang Hasundutan,Pengeluaran Konsumsi Rumah Tangga,2010,1418.87
6207,Lamandau,Pengeluaran Konsumsi LNPRT,2011,17.02
1601,Ogan Komering Ulu,Pembentukan Modal Tetap Bruto,2011,3138.59
1404,Pelalawan,Perubahan Inventori,2012,1904.64
1508,Tebo,PDRB,2010,5728.68
3509,Jember,Pengeluaran Konsumsi Pemerintah,2013,2971.61
7309,Pangkajene dan Kepulauan,Pembentukan Modal Tetap Bruto,2013,1831.53
7413,Muna Barat,Pembentukan Modal Tetap Bruto,2024,1528.31
3316,Blora,PDRB,2018,24631.54
7315,Pinrang,PDRB,2010,6595.39
1218,Serdang Bedagai,Perubahan Inventori,2024,644.85
1503,Sarolangun,Pengeluaran Konsumsi Pemerintah,2022,1076.13
3526,Bangkalan,PDRB,2017,21654.59
1224,Nias Utara,Pengeluaran Konsumsi LNPRT,2021,61.16
7472,Kota Baubau,Pengeluaran Konsumsi LNPRT,2024,137.79
6305,Tapin,Pengeluaran Konsumsi LNPRT,2020,142.9
7404,Kolaka,PDRB,2024,38163.39
1106,Aceh Tengah,Perubahan Inventori,2024,38.08
7313,Wajo,Pengeluaran Konsumsi Pemerintah,2014,1091.02
5312,Ngada,PDRB,2021,3578.33
1505,Muaro Jambi,Pengeluaran Konsumsi Pemerintah,2018,1685.98
6211,Gunung Mas,Perubahan Inventori,2020,303.52
9501,Merauke,PDRB,2019,16023.14
1217,Samosir,Net Ekspor,2018,-142.15
7313,Wajo,Pengeluaran Konsumsi Rumah Tangga,2022,15021.26
3602,Lebak,Pengeluaran Konsumsi Pemerintah,2013,1488.62
6202,Kotawaringin Timur,Pengeluaran Konsumsi Rumah Tangga,2023,12049.46
6305,Tapin,Pembentukan Modal Tetap Bruto,2012,1033.65
3601,Pandeglang,Pengeluaran Konsumsi Pemerintah,2022,2521.86
3602,Lebak,PDRB,2017,24485.55
5108,Buleleng,Pengeluaran Konsumsi Rumah Tangga,2022,19613.95
6212,Barito Timur,Pengeluaran Konsumsi Rumah Tangga,2017,2370.0
6303,Banjar,Perubahan Inventori,2022,-12.51
3513,Probolinggo,Pembentukan Modal Tetap Bruto,2014,6277.26
3502,Ponorogo,Pengeluaran Konsumsi LNPRT,2015,362.12
7107,Bolaang Mongondow Utara,Net Ekspor,2016,-66.99
5309,Flores Timur,Pengeluaran Konsumsi Rumah Tangga,2013,2504.91
5205,Dompu,Pembentukan Modal Tetap Bruto,2020,2707.54
9428,Mamberamo Raya,Perubahan Inventori,2010,-10.1
1106,Aceh Tengah,Perubahan Inventori,2021,44.36
1306,Padang Pariaman,Net Ekspor,2019,2362.21
6307,Hulu Sungai Tengah,Perubahan Inventori,2012,-56.46
3271,Kota Bogor,Net Ekspor,2017,-20053.18
6306,Hulu Sungai Selatan,Pembentukan Modal Tetap Bruto,2012,1135.99
5306,Belu,Perubahan Inventori,2010,43.55
9409,Biak Numfor,Pembentukan Modal Tetap Bruto,2011,555.1
1801,Lampung Barat,Pengeluaran Konsumsi LNPRT,2011,70.71
6208,Seruyan,Net Ekspor,2013,220.15
3579,Kota Batu,Pembentukan Modal Tetap Bruto,2015,3606.19
5101,Jembrana,Pengeluaran Konsumsi Rumah Tangga,2014,4731.81
3525,Gresik,Pengeluaran Konsumsi Rumah Tangga,2020,81539.98
1604,Lahat,Pengeluaran Konsumsi LNPRT,2012,145.79
9604,Nabire,PDRB,2018,10340.87
6212,Barito Timur,Pengeluaran Konsumsi Rumah Tangga,2021,3032.62
7107,Bolaang Mongondow Utara,PDRB,2012,1198.18
3310,Klaten,Pengeluaran Konsumsi Pemerintah,2015,2324.46
7504,Bone Bolango,Perubahan Inventori,2016,104.33
3215,Karawang,PDRB,2023,290916.32
7410,Konawe Utara,PDRB,2012,2070.39
6107,Sintang,PDRB,2013,8398.19
8172,Kota Tual,Pembentukan Modal Tetap Bruto,2021,912.8
6204,Barito Selatan,Pembentukan Modal Tetap Bruto,2019,3199.29
3601,Pandeglang,PDRB,2012,15115.44
1271,Kota Sibolga,PDRB,2016,4262.85
3522,Bojonegoro,Pembentukan Modal Tetap Bruto,2023,20181.05
5317,Sumba Barat Daya,PDRB,2021,3888.12
1116,Aceh Jaya,Perubahan Inventori,2022,34.95
8271,Kota Ternate,Perubahan Inventori,2021,-178.17
7104,Kepulauan Talaud,PDRB,2024,3097.95
8201,Halmahera Barat,Net Ekspor,2013,-388.59
9707,Yahukimo,Perubahan Inventori,2014,-2.3
3324,Kendal,Pengeluaran Konsumsi LNPRT,2021,446.44
1871,Kota Bandar Lampung,Net Ekspor,2019,-8173.69
9502,Boven Digoel,Pembentukan Modal Tetap Bruto,2011,1342.58
7411,Kolaka Timur,Pengeluaran Konsumsi Rumah Tangga,2015,2022.69
7201,Banggai Kepulauan,PDRB,2012,1993.25
3315,Grobogan,Pengeluaran Konsumsi Rumah Tangga,2018,21532.36
7601,Majene,Pembentukan Modal Tetap Bruto,2016,1031.37
1214,Nias Selatan,PDRB,2019,6861.48
7322,Luwu Utara,Pengeluaran Konsumsi Rumah Tangga,2012,3476.69
9426,Waropen,PDRB,2012,911.35
3525,Gresik,Pengeluaran Konsumsi Rumah Tangga,2017,69341.73
7410,Konawe Utara,Net Ekspor,2024,1665.66
7408,Kolaka Utara,Perubahan Inventori,2023,133.6
8172,Kota Tual,Pembentukan Modal Tetap Bruto,2020,866.91
3309,Boyolali,Net Ekspor,2023,-1240.57
7212,Morowali Utara,Net Ekspor,2016,1730.93
6402,Kutai Barat,Pengeluaran Konsumsi Rumah Tangga,2020,4723.72
7209,Tojo Una-Una,Perubahan Inventori,2014,33.0
1312,Pasaman Barat,Pengeluaran Konsumsi LNPRT,2023,230.22
7102,Minahasa,Net Ekspor,2019,-389.15
6172,Kota Singkawang,Pengeluaran Konsumsi LNPRT,2013,172.32
1305,Tanah Datar,Pengeluaran Konsumsi Rumah Tangga,2019,7741.62
5304,Timor Tengah Selatan,PDRB,2016,6158.79
6105,Sanggau,Pengeluaran Konsumsi LNPRT,2017,165.53
7314,Sidenreng Rappang,Pembentukan Modal Tetap Bruto,2021,6267.0
3508,Lumajang,Pengeluaran Konsumsi Rumah Tangga,2018,20466.43
6402,Kutai Barat,Pengeluaran Konsumsi Rumah Tangga,2010,1893.02
9708,Pegunungan Bintang,PDRB,2019,1913.61
3275,Kota Bekasi,Pembentukan Modal Tetap Bruto,2010,11669.68
8108,Maluku Barat Daya,PDRB,2018,1521.63
3374,Kota Semarang,Pengeluaran Konsumsi Rumah Tangga,2024,109537.64
5302,Sumba Timur,Pengeluaran Konsumsi Pemerintah,2010,636.89
3519,Madiun,Pengeluaran Konsumsi LNPRT,2015,289.12
7306,Gowa,PDRB,2014,12044.43
3522,Bojonegoro,Pembentukan Modal Tetap Bruto,2021,16006.34
7601,Majene,PDRB,2011,2337.55
6307,Hulu Sungai Tengah,Pembentukan Modal Tetap Bruto,2021,2184.85
7318,Tana Toraja,Pembentukan Modal Tetap Bruto,2020,2468.42
1613,Musi Rawas Utara,Pengeluaran Konsumsi Rumah Tangga,2019,5539.87
3517,Jombang,PDRB,2020,39870.88
7105,Minahasa Selatan,Pengeluaran Konsumsi Rumah Tangga,2018,3806.43
5320,Sabu Raijua,Perubahan Inventori,2019,0.0
7472,Kota Baubau,Pengeluaran Konsumsi Pemerintah,2016,998.56
1105,Aceh Timur,Pengeluaran Konsumsi Rumah Tangga,2013,5188.22
6309,Tabalong,Perubahan Inventori,2014,60.51
7322,Luwu Utara,Perubahan Inventori,2023,2.88
6107,Sintang,PDRB,2019,14681.42
3512,Situbondo,Pengeluaran Konsumsi Rumah Tangga,2022,16468.49
9608,Puncak Jaya,PDRB,2012,773.78
3209,Cirebon,Perubahan Inventori,2012,1502.14
7204,Poso,Pengeluaran Konsumsi Pemerintah,2020,1810.0
8105,Kepulauan Aru,Pembentukan Modal Tetap Bruto,2020,1119.65
3327,Pemalang,Net Ekspor,2019,-1987.33
1376,Kota Payakumbuh,PDRB,2011,2957.19
6109,Sekadau,PDRB,2020,6568.79
3316,Blora,Pengeluaran Konsumsi Rumah Tangga,2023,21411.25
3374,Kota Semarang,Perubahan Inventori,2020,942.29
1372,Kota Solok,PDRB,2020,4041.64
6303,Banjar,Pengeluaran Konsumsi Rumah Tangga,2021,11857.46
3522,Bojonegoro,PDRB,2021,84200.91
1703,Bengkulu Utara,Pengeluaran Konsumsi Rumah Tangga,2019,5329.72
3601,Pandeglang,Pembentukan Modal Tetap Bruto,2012,1065.48
7202,Banggai,PDRB,2018,26853.27
1811,Mesuji,Pengeluaran Konsumsi Pemerintah,2019,516.87
1612,Penukal Abab Lematang Ilir,Net Ekspor,2021,-293.69
1305,Tanah Datar,Pengeluaran Konsumsi Rumah Tangga,2013,4663.72
9602,Dogiyai,Net Ekspor,2016,-628.77
6502,Bulungan,Perubahan Inventori,2023,28.85
9503,Mappi,PDRB,2020,2991.71
1501,Kerinci,Pengeluaran Konsumsi LNPRT,2017,47.29
1108,Aceh Besar,Net Ekspor,2017,-2954.7
5307,Alor,Pengeluaran Konsumsi Pemerintah,2023,1294.29
2102,Bintan,Net Ekspor,2018,-2873.47
7407,Wakatobi,Pengeluaran Konsumsi Rumah Tangga,2012,1022.9
3306,Purworejo,Pengeluaran Konsumsi LNPRT,2013,218.15
5206,Bima,PDRB,2024,14756.77
3304,Banjarnegara,Pembentukan Modal Tetap Bruto,2013,2693.09
6102,Bengkayang,Net Ekspor,2012,-469.7
1473,Kota Dumai,Pengeluaran Konsumsi Pemerintah,2023,2753.22
3323,Temanggung,Pengeluaran Konsumsi Pemerintah,2020,1572.14
1471,Kota Pekanbaru,Pengeluaran Konsumsi Rumah Tangga,2024,83501.39
6105,Sanggau,Pengeluaran Konsumsi Rumah Tangga,2014,7669.97
3471,Kota Yogyakarta,Pengeluaran Konsumsi LNPRT,2022,2117.54
3323,Temanggung,Pengeluaran Konsumsi Rumah Tangga,2011,8242.56
7108,Siau Tagulandang Biaro,Pengeluaran Konsumsi Rumah Tangga,2012,723.92
1208,Asahan,Pengeluaran Konsumsi Rumah Tangga,2013,12392.33
3273,Kota Bandung,Pengeluaran Konsumsi LNPRT,2019,1745.72
7207,Buol,Pengeluaran Konsumsi Rumah Tangga,2019,3352.02
1608,Ogan Komering Ulu Selatan,PDRB,2014,5805.75
1271,Kota Sibolga,Net Ekspor,2017,231.93
1207,Labuhan Batu,PDRB,2011,16378.79
8203,Kepulauan Sula,Pengeluaran Konsumsi Rumah Tangga,2017,1170.75
8201,Halmahera Barat,Pengeluaran Konsumsi Rumah Tangga,2020,1411.93
3401,Kulon Progo,Pengeluaran Konsumsi LNPRT,2015,263.85
3205,Garut,Pembentukan Modal Tetap Bruto,2021,15418.74
9602,Dogiyai,PDRB,2024,1646.91
3573,Kota Malang,PDRB,2017,62089.3
3671,Kota Tangerang,PDRB,2023,206597.62
1114,Aceh Tamiang,Pengeluaran Konsumsi LNPRT,2013,67.54
1673,Kota Pagar Alam,Pengeluaran Konsumsi Rumah Tangga,2018,2040.61
1808,Tulangbawang,Perubahan Inventori,2013,415.54
7471,Kota Kendari,Perubahan Inventori,2022,-39.31
8204,Halmahera Selatan,Pembentukan Modal Tetap Bruto,2021,4512.04
1801,Lampung Barat,Pembentukan Modal Tetap Bruto,2017,2166.58
8107,Seram Bagian Timur,Perubahan Inventori,2012,20.11
3309,Boyolali,Pengeluaran Konsumsi LNPRT,2011,228.91
6307,Hulu Sungai Tengah,Pembentukan Modal Tetap Bruto,2023,2666.79
1811,Mesuji,PDRB,2010,4370.09
1672,Kota Prabumulih,Pengeluaran Konsumsi Pemerintah,2021,1016.3
1609,Ogan Komering Ulu Timur,Perubahan Inventori,2017,3.63
5201,Lombok Barat,Perubahan Inventori,2011,117.14
2101,Karimun,Pengeluaran Konsumsi Rumah Tangga,2011,3617.43
1704,Kaur,Pengeluaran Konsumsi LNPRT,2016,67.17
1672,Kota Prabumulih,Net Ekspor,2018,-1420.22
3315,Grobogan,PDRB,2021,28815.02
9702,Jayawijaya,Pengeluaran Konsumsi LNPRT,2018,44.43
